,Present,Attendance,5/10/2017
,Present,Attendance,5/9/2017
,Present,Attendance,5/8/2017
,Present,Attendance,5/5/2017
,Present,Attendance,5/2/2017
,Present,Attendance,5/1/2017
,Present,Attendance,4/28/2017
,Present,Attendance,4/27/2017
,Present,Attendance,4/26/2017
,Present,Attendance,4/24/2017
,Present,Attendance,4/21/2017
,Present,Attendance,4/20/2017
,Present,Attendance,4/19/2017
,Present,Attendance,4/18/2017
,Present,Attendance,4/12/2017
,Present,Attendance,4/7/2017
,Present,Attendance,4/6/2017
,Present,Attendance,4/5/2017
,Present,Attendance,4/4/2017
,Present,Attendance,3/31/2017
,Present,Attendance,3/30/2017
,Present,Attendance,3/29/2017
,Present,Attendance,3/28/2017
,Present,Attendance,3/27/2017
,Absent - Unexcused,Attendance,3/24/2017
,Present,Attendance,3/23/2017
